date,query,num,base,fname,type,title,text,url,sub_rank,paid_by
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,"Prop 23, pros and cons: The kidney dialysis, doctor staffing ...","What does a YES vote on Prop 23 mean? A yes vote approved the stricter rules on dialysis. It also would ...Oct 14, 2020",https://www.abc10.com/article/news/politics/elections/prop-23-2020-election/103-6282dd1a-ad51-4118-8960-b23aa30a712a,7,
10/28/2020,prop 23 explained,23,explained,prop 23 explained.html,general,2010 California Proposition 23 - Wikipedia,"Proposition 23 was a California ballot proposition that was on the November 2, 2010 California ... The supporters of Prop 23, Assemblyman Dan Logue and Ted Costa, decided to circulate a petition to ... The Official summary: ""Suspends State law that requires greenhouse gas emissions be reduced to 1990 levels by 2020, ...",https://en.wikipedia.org/wiki/2010_California_Proposition_23,8,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,Proposition 23 | Official Voter Information Guide | California ...,YES A YES vote on this measure means: Chronic dialysis clinics would be ... Prop. 23 increases health care costs by hundreds of millions annually; makes our ...,https://voterguide.sos.ca.gov/propositions/23/,0,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,"California Proposition 23, Dialysis Clinic Requirements ...","A ""yes"" vote supports this ballot initiative to require chronic dialysis clinics to: ... as No on Prop 23, is leading the campaign in opposition to the ballot initiative.‎Opposition · ‎Media editorials · ‎Background · ‎How to cast a vote","https://ballotpedia.org/California_Proposition_23,_Dialysis_Clinic_Requirements_Initiative_(2020)",1,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,Your Guide To The Ballot Propositions In California's General ...,3 days ago — Californians have 12 statewide ballot propositions to vote on this year. ... Proposition 23: Physicians onsite at dialysis clinics ... Read more arguments against Prop 14 from Southern California News Group and the San Jose ...‎Proposition 17: Voting rights ... · ‎Proposition 18: Allow some ...,https://laist.com/elections/2020/props/your-guide-to-the-california-ballot-propositions-in-the-november-2020-election.php,2,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,California Proposition 23: Rules for kidney dialysis clinics,Proposition 23 would require kidney dialysis clinics to have at least one doctor present during ... Why am I voting on this? ... Endorsement: No on Prop 23.,https://calmatters.org/election-2020-guide/proposition-23-kidney-dialysis-clinics/,3,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,Skelton: I'm voting 'no' on Prop. 23 and 'yes' on Prop. 19 - Los ...,7 days ago — Proposition 23 would require California's roughly 600 dialysis clinics to employ at least one doctor to be on-site when patients receive treatment.,https://www.latimes.com/california/story/2020-10-22/skelton-propositions-property-taxes-dialysis-clinics,4,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,California propositions: What you should know before voting,"Oct 9, 2020 — Proposition 23: Dialysis Clinic Requirements. A yes vote on Prop. 23 would mean at least one physician would have to be on site at an operating ...",https://www.mercurynews.com/california-propositions-what-you-should-know-before-voting,5,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,Prop 23: Kidney Dialysis Clinics | CAVotes.org,Prop 23 could increase healthcare costs to state and local governments if clinics negotiate higher reimbursement rates or if some clinics close and patients have to ...,https://cavotes.org/vote/elections/ballot-measures/prop-23-kidney-dialysis-clinics,6,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,Californians Are Voting On Another Dialysis Ballot Measure ...,"Californians Are Voting On Another Dialysis Ballot Measure. What To Know About Prop. 23. Sammy Caiola. Thursday, September 24, 2020 | Sacramento, CA.",http://www.capradio.org/articles/2020/09/24/californians-are-voting-on-another-dialysis-ballot-measure-what-to-know-about-prop-23/,7,
10/28/2020,prop 23 how to vote,23,how to vote,prop 23 how to vote.html,general,Editorial: Prop 23 isn't really about better dialysis care. Vote no,"Oct 16, 2020 — Proposition 23 asks voters to play medical expert and agency regulator when it comes to how dialysis clinics operate in the Golden State. As they ...",https://www.desertsun.com/story/opinion/editorials/2020/10/16/prop-23-isnt-really-better-dialysis-care-vote-no-desert-sun-editorial-board/3667388001/,8,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,ad,Vote No On Prop 23 - Puts Patient Lives At Risk - noprop23.com,Learn How Prop 23 Could Cause Dialysis Clinics To Shut Down & Put Patients' Lives At Risk,https://noprop23.com/,0,"Paid for by NO ON 23 - STOP THE DANGEROUS & COSTLY DIALYSIS PROPOSITION, A COALITION OF DIALYSIS PROVIDERS, NURSES, DOCTORS AND PATIENTS"
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,Proposition 23 | Official Voter Information Guide | California ...,NO A NO vote on this measure means: Chronic dialysis clinics would not be required to ... Yes on Prop 23: Better Care for Dialysis Patients: (888) 251-5367 ...‎Arguments and Rebuttals · ‎Proposition 24 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/23/,0,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,"California Proposition 23, Dialysis Clinic Requirements ...","Californians for Kidney Dialysis Patient Protection, also known as Yes on 23, ... Stop the Dangerous & Costly Dialysis Proposition, also known as No on Prop 23, ...‎Support · ‎Opposition · ‎Campaign finance · ‎Media editorials","https://ballotpedia.org/California_Proposition_23,_Dialysis_Clinic_Requirements_Initiative_(2020)",1,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,Prop. 23 Puts Voters in Middle of Union Organizing Battle with ...,3 days ago — Do you still support President Trump? Your answer: Yes. No. Not sure.,https://timesofsandiego.com/politics/2020/10/25/prop-23-puts-voters-in-middle-of-union-organizing-battle-with-dialysis-companies/,4,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,Yes on 23: Home,"Proposition 23: 1. Requires a doctor on site. In most dialysis clinics, low-paid workers are pressured to rush patients through treatment. Prop ...",https://yesonprop23.com/,5,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,"Prop 23, pros and cons: The kidney dialysis, doctor staffing ...","What does a YES vote on Prop 23 mean? A yes vote approved ... on Prop 23 mean? A no vote keeps ...Oct 14, 2020",https://www.abc10.com/article/news/politics/elections/prop-23-2020-election/103-6282dd1a-ad51-4118-8960-b23aa30a712a,6,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,"Ballot propositions in plain language: Props 23, 24, and 25 ...",6 days ago — That's why we decided to dig a little and let you know what your vote really means if you vote “yes” or “no”. Proposition 23 would change the ...,https://kmph.com/news/election/ballot-propositions-in-plain-language-props-23-24-and-25,7,
10/28/2020,prop 23 yes or no,23,yes or no,prop 23 yes or no.html,general,Prop. 23 Asks: Should Dialysis Clinics Always Have A ... - KQED,"Oct 14, 2020 — Proposition 23 asks voters to decide if dialysis clinics should be required to have a ... So, at the core of both ballot measures is a labor dispute on the yes side is SEIU ... Let's listen to one from the no on Prop 23 campaign.",https://www.kqed.org/news/11842100/prop-23-asks-should-dialysis-clinics-always-have-a-physician-on-site,8,
10/28/2020,prop 23,23,prop,prop 23.html,ad,Vote No On Prop 23 | Puts Patient Lives At Risk | noprop23.com,Learn How Prop 23 Could Cause Dialysis Clinics To Shut Down & Put Patients' Lives At Risk,https://noprop23.com/,0,"Paid for by NO ON 23 - STOP THE DANGEROUS & COSTLY DIALYSIS PROPOSITION, A COALITION OF DIALYSIS PROVIDERS, NURSES, DOCTORS AND PATIENTS"
10/28/2020,prop 23,23,prop,prop 23.html,knowledge,,"DescriptionDescriptionProposition 23, officially the Protect the Lives of Dialysis Patients Act Initiative, is a California ballot proposition that will appear on the ballot for the general election on November 3, 2020. WikipediaLocation: CaliforniaBallot year: 2020Ballot text: Establishes State Requirements for Kidney Dialysis Clinics. Requires On‑Site Medical Professional. Initiative Statute. * Requires at least one licensed physician on site during treatment at outpatient kidney dialysis clinics; authorizes California Department of Public Health to exempt clinics from this requirement if there is a shortage of qualified licensed physicians and the clinic has at least one nurse practitioner or physician assistant on site. * Requires clinics to report ... Establishes State Requirements for Kidney Dialysis Clinics. Requires On-Site Medical Professional. Initiative Statute.
* Requires at least one licensed physician on site during treatment at outpatient kidney dialysis clinics; authorizes California Department of Public Health to exempt clinics from this requirement if there is a shortage of qualified licensed physicians and the clinic has at least one nurse practitioner or physician assistant on site.

* Requires clinics to report dialysis-related infection data to state and federal governments. 

* Prohibits clinics from closing or reducing services without state approval.

* Prohibits clinics from refusing to treat patients based on the source of payment for care.MoreLessSources include: Ballotpedia",,0,
10/28/2020,prop 23,23,prop,prop 23.html,general,"California Proposition 23, Dialysis Clinic Requirements ...","California No on Prop 23 2020.svg. Stop the Dangerous & Costly Dialysis Proposition, also known as No on Prop 23, is leading the campaign in opposition to ...‎SEIU-UHW West · ‎California Proposition 8, Limits ... · ‎California Democratic Party","https://ballotpedia.org/California_Proposition_23,_Dialysis_Clinic_Requirements_Initiative_(2020)",0,
10/28/2020,prop 23,23,prop,prop 23.html,general,Proposition 23 | Official Voter Information Guide | California ...,Official Voter Information Guide · PROP 23 · ESTABLISHES STATE REQUIREMENTS FOR KIDNEY DIALYSIS CLINICS. REQUIRES ON-SITE MEDICAL ...‎Arguments and Rebuttals · ‎Proposition 24 · ‎Analysis · ‎Official Title and Summary,https://voterguide.sos.ca.gov/propositions/23/,1,
10/28/2020,prop 23,23,prop,prop 23.html,general,Dialysis industry on the defense against Prop 23,"2 days ago — Proposition 23 would require dialysis clinics to have a licensed physician on-site during all dialysis treatments, but that doctor wouldn't need to ...",https://www.mercurynews.com/deja-vu-for-california-voters-on-dialysis,3,
10/28/2020,prop 23,23,prop,prop 23.html,general,Prop. 23 Puts Voters in Middle of Union Organizing Battle with ...,"3 days ago — The Service Employees International Union-United Healthcare Workers West (SEIU-UHW) sponsored Proposition 23 on the November ballot, ...",https://timesofsandiego.com/politics/2020/10/25/prop-23-puts-voters-in-middle-of-union-organizing-battle-with-dialysis-companies/,4,
